SOFVSBH12AB0186671,TRBFMWE128F933A55F,Lucky Fellow - Original,Leroy Hutson,ARVML4B1187FB52324,0,97.691000000000003
SOYTQSZ12A8C13A2FD,TRBFMWC128F4281F9B,New Round And Round,Casey Bill Weldon,ARAWBUP1187B9B93FC,0,107.95699999999999
SOJBKMX12A8AE47E72,TRBFMCN128F423625D,Got The Blues,Blind Lemon Jefferson,ARE36MM1187B991E50,1926,101.676
SOJAVUK12AB017EC7E,TRBFMTO128F9322AE7,Start Me Up,The Rolling Stones,ARFCUN31187B9AD578,1981,130.37200000000001
SOLMCFH12A58A7FACE,TRBFURI128F1455498,Under The Weather,KT Tunstall,ARCJKV91187FB46210,2004,142.12100000000001
SOOUBMT12A8C13DB6D,TRBFUDB128F429C1B8,90er,Headliners,AR5BLB01187FB57E99,2006,170.041
SOBMAUD12A6D4F9181,TRBFULU128F1486D18,Itinerario,Clementina De Jesus,ARXF42D1187B9AC71F,0,212.40100000000001
SOBUDOC12A6D4F8AC2,TRBFUXQ128F145B135,After All The Love Is Gone,Alias,ARHG53Q1187B9ACBFC,0,120.093
SOUZIIN12AB017FB85,TRBFUMI128F42B5731,Stephanie Says,The Velvet Underground,ARBFQ7L1187B9ACD48,1985,112.48
SOWDXXY12A8C133818,TRBFUPH128F426310A,Free (lp),Big Audio Dynamite,ARCEOW71187B9A5A71,0,122.077
SOHVKVP12A6D4F827A,TRBFUPZ128F145DB81,Más Y Más,Mazz,ARDWS2V1187B99AED0,0,106.84699999999999
SOUXUOP12A8C14318F,TRBFUSW128F92D0357,Say Goodbye,Barry Manilow,ARVZDOM1187B9B49C9,0,120.08
SOXJPKH12A8C134149,TRBFUUY128F426D21B,Jahuu_ Gandiva laulaa!,Sabda Brahma,ARCCBWR122BCFCBB85,0,119.98699999999999
SOZGCTW12A6310E84F,TRBFUNY128C7196B7D,Music And Politics,The Disposable Heroes Of Hiphoprisy,AR04KTB1187B99B6B7,1992,108.616
SOIWHMK12AB017D7E0,TRBFUTW128F93112E3,Fleur De Paris,Jean Marc Thibault,ARP998V1187B99DFA3,0,136.577
SODCXXY12AB0187452,TRBFXMJ12903CB50F6,Freaxxx,brokeNCYDE,ARXLMH011C8A415658,2008,119.61199999999999
SOSIJPA12A6D4F97F2,TRBFXQT128F148D15B,Writes Of Winter,Jimmy Page,ARNPPTH1187B9AD429,1988,81.981999999999999
SOAJMYR12A6D4F52FE,TRBFXSF128EF361A07,Pedazo De Idiota,Mercedes Castro,ARPPTNG11F50C482A3,0,151.98400000000001
SOKLBBT12A6701FB54,TRBFXVN128E078CF62,Bro. Bill  (LP Version),Cactus,ARTPY6B1187B98C720,0,126.53700000000001
SOGNGRU12AAA15EE73,TRBFXQM128F92FFAFB,Pokrusa,Lili Ivanova,ART9VCW1187B9B6FE6,0,139.60300000000001
SOQKXGT12A6D4FB337,TRBFXLM128F424794B,L'Ardechoise Aux Cheveux Blanc,Alain Turban,ARSKATF1187B98A622,0,137.495
SOMNDNZ12A8C133640,TRBFXOQ128F426A061,Loud & Clear (featuring Defari_ King T & Butch Cassidy),Xzibit,AR49IQD1187FB37EA7,2000,96.569999999999993
SOOMCCM12AB01896EA,TRBFXLH12903CBAFAD,Two of a Kind_ Workin' on a Full House,Hushabye Baby,ARBMHBC11F4C8403A2,0,248.07900000000001
SOYRNJG12A58A81B5D,TRBFXVP128F42304C4,Don't Mess With the IRS,Dr. Elmo,AR45KNL1187B992E53,0,170.47399999999999
SOBSIEU12AB017D5E7,TRBFJMR128F930B3A6,DJs Are The New Rockstars-Live Mashup Mix 7,DJ Godfather,ARJ4B7V1187FB4CB90,0,117.236
SOLHRQM12A6D4F6CCF,TRBFJNF128F1462488,Lappi Pt IV Etiäinen,Nightwish,AR74Q3R1187B9B24C3,1997,131.24799999999999
SOANYAU12AB01881B7,TRBFJWV128F935366B,Shake That Thang,DJ Omega,ARTKOGW1241B9CD42B,0,151.40100000000001
SOUIYEY12A8C13A587,TRBFJVT128F428F3B8,Mirame A La Cara (Version Salsa),Andy & Lucas,ARNTTHK1187B98FF64,0,91.340999999999994
SOKFCAA12AB017EF43,TRBFJFD128F92F6CEA,Baby Mama,Camp Lo,ARXGASQ1187FB3C727,0,101.867
SOTLBOG12A6D4F8AD5,TRBFJJT128F4228826,Liian vähän aikaa,Fredi,ARPTC441187FB3AEBF,0,115.08199999999999
SOLSEJO12AB0187C4C,TRBFJGD128F933E85A,Red Castle,Pumpkin Buzzard,AR8BMEQ1187B9B4214,0,105.11499999999999
SOOIBOK12A58A7ACC6,TRBFJKU12903CEDB0C,22 Going On 23,Butthole Surfers,ARPQ4Z01187FB3A736,1987,146.00999999999999
SOZOEJC12CF5CFAD99,TRBFJPO128F4295BE3,Estoy Aquí,Shakira,AR6PJ8R1187FB5AD70,1995,123.44799999999999
SOZLTQI12AB018143A,TRBFJMI128F92E535C,Private Dancer,Heavy D,ARNVH8S1187FB52F86,2008,153.05799999999999
SODBRVA12AF72ACA09,TRBFJOE128F9326B03,Michael Nobody aka Poetic Death,Snowgoons,ARA7EEC1187FB4C392,2009,80.504999999999995
SODKENB12A6D4F46AF,TRBFJDL128F1461579,50_000 Miles Beneath My Brain (Live),Ten Years After,AR8SRQ31187FB4D477,0,128.239
SOPHBYD12A6D4F6980,TRBFJBK128EF357C81,Stainless Steel Gamelan,John Cale,ARUI8651187B9ACF52,0,101.37
SONFNOG12A58A78C05,TRBFJGB128F42612B1,American Girl,Brooke Valentine,AR8LMZM1187B9A8160,2005,130.495
SOWMVSQ12A8C13E1DC,TRBFKMN128F4286D1B,Malice,Behemoth,AR1OBRC1187FB59AD4,2000,126.154
SOMPKZM12A8C13F8B4,TRBFKON128F4296A52,Ride Out Dip,Crucial Conflict,ARJ1YJV1187B9955DA,2008,147.99000000000001
SOFQRCP12A8C13675B,TRBFKNM128F425E89C,Why Don't You Do Right (Album Version),Jim Kweskin with Samoa Wilson,AR3GYKU1187B996AB9,0,110.837
SOXZLHE12AAF3B5227,TRBFKNY128F92E0FF2,It Ain't No Use,Jimmy McCracklin,ARRWDU31187B9B5656,0,104.358
SOCXBQG12AF72A7CBD,TRBFKVH128F4262579,Arco Arena,Cake,ARQRQRA12131B4B5A8,2001,157.99199999999999
SOPJFDO12A8C139B94,TRBFKOK128F42662E6,Red Gun,The Forms,ARJR7S11187FB36A2A,2007,108.88800000000001
SOFHCUH12AB0183CA2,TRBFKAT12903CA42E2,Free,Darwin Hobbs,ARVMFE61187B992463,0,140.08500000000001
SOHQDNH12AB01823A5,TRBFKSL128F934AF61,Tuck That Sh*t,Messy Marv,ARBUOMY1187B99F2EB,0,63.198
SOIJCNT12A8C133677,TRBFKHT128F427215E,I Want You,Sophie B. Hawkins,ARNF6401187FB57032,1992,98.406000000000006
SONXJXB12A8C138151,TRBFQPI128F4280CDA,Love Is Gone (Eddie Thoneick's Liberte Mix),David Guetta - Joachim Garraud - Chris Willis,ARH2QI91187FB3788D,0,85.350999999999999
SOGOYFU12AB018D9EF,TRBFQZS12903CC9965,See You in the Morning,Pam Thum,ARE8AJ31187B99A8DF,0,141.17500000000001
SOVMQSA12A58A789E3,TRBFQTF128F933EDCA,The Gre(A)t Depression,Anti-Flag,ARUSOMY1187FB4D3B4,2009,146.14099999999999
SOFVUDX12AB017E4BB,TRBFQII128F930D519,The Unidentified Flying Object,Perrey And Kingsley,ARINEWW1187FB5577E,1988,140.63800000000001
SODGYDA12A8C140E96,TRBFQGP128F42948DA,Hired Security,The Harvard Lampoon Comedians,ARZFAGI12420783C02,0,151.215
SOFRWTI12AB0184792,TRBFQMK128F92FF85E,Comfort Creek,Barbara Fairchild,AR2G8UI1187FB3F33C,0,186.423
SORFWYL12A8AE47846,TRBFQHY128F4242356,Slipping Away/Here Is Kazmeyer,Information Society,ARGY9FW1187B991C7D,1990,90.010999999999996
SOIWZKY12AB0183F0D,TRBFQOC128F9313B77,Cierra Los Ojos Y Juntos Recordemos - Original,Yolandita Monge,ARDG9I21187FB35FF3,0,110.599
SOYBTCQ12A8C1323B8,TRBFQQY128F4249C56,Destroy Everything (Album Version),Hatebreed,ARPKATM1187B9B76E6,2006,110.01600000000001
SOKUCKC12A8C1315C4,TRBFHCP128F4265101,Badrock City,Big Audio Dynamite,ARCEOW71187B9A5A71,1986,125.038
SOVRODR12AB0189A94,TRBFHBZ128F9339BA6,Suburban Living,Yuppie Pricks,ARLK1A71187B9AECD2,0,155.12700000000001
SOXECRP12AB017EADA,TRBFHQG128F93092E5,Psalm 27,Donnie McClurkin,ARF3HEO1187B9AF2F4,2000,150.11699999999999
SOYDXQB12AAA15D4F7,TRBFHGB128F92EE3FF,Fly Away (Instrumental),HardNox,ARSCLMG1187FB3CEE4,0,118.026
SOPPWUZ12AB0180E3C,TRBFHUS128F932F7BE,I Know Where I Am Now,Jake Hess,ARDFZE61187FB45994,2004,99.957999999999998
SOLHSSM12A6D4F97F4,TRBFHWD128F148D15D,Liquid Mercury,Jimmy Page,ARNPPTH1187B9AD429,1988,149.98099999999999
SOEKAOG12AB0188100,TRBFHYL12903CB0652,Falling Stars,Desert Dwellers,ARWLJLY1187B9AD881,0,97.013999999999996
SOSMFPM12A6D4F8577,TRBFHSR128F1472A36,Papa Legba (2005 Digital Remaster),Talking Heads,ARROQSO1187B9AEB80,1986,113.142
SOFOCZO12A81C1FC28,TRBFHFG128F930B5F9,The Lakes Of Pontchartrain,Planxty,AR2XBPG1187B98FCBE,0,45.198999999999998
SOYCCVP12A6701E6D1,TRBFHZG128F9310D3C,Waitin' For The Wind,Spooky Tooth,AR4YY6D1187B9AEC44,1969,96.644999999999996
SOBFVUR12A8C137745,TRBFHSA128F4286685,Herz an herz (Live Version),Paso Doble,AR6896B1187B98FADA,0,147.00200000000001
SOCLRHR12A8C134808,TRBFHRA128F424D28A,Chicago Bound Blues,Bessie Smith,ARYYCVC1187B9A8510,1991,70.745999999999995
SONLDTF12AAF3B438B,TRBFDRD128F92F79D5,The way to Peace,Uman,ARYXGST1187B991071,0,84.948999999999998
SOZLWMN12A6701D2E5,TRBFDGT128E0786A25,Lay All Your Love On Me (LP Version),Information Society,ARGY9FW1187B991C7D,0,128.137
SOBIIYZ12A8C13ED05,TRBFDOH128F933797E,Chatma,Tinariwen,ARXI7WU1187FB4D75E,2003,105.98099999999999
SOYEMEE12A8C144815,TRBFDVW128F92ED2D6,How It Begins,Ice & Breeze,ARZAHDN1187B9B4BED,0,145.011
SOQYZUT12A8C132660,TRBFDHN128F4242963,Ella Speed,Rick Ross,ARNAIMI1187FB5733C,0,114.066
SOUTNUJ12AC46861D4,TRBFBQO12903CE7ACD,Raw Power,Iggy And The Stooges,ARLR9U31187B9A71AD,1996,165.81
SOLNLFG12AC468806E,TRBFBYF12903CFB6B4,One Moment With You,Jackie Wilson,ARHRKTK1187B99E1D5,1993,67.560000000000002
SOQSDOW12AB017CF41,TRBFBCH128F92FAA04,Sangria (Nomadbrothers Remix feat. Rio),Tania Maria,ARC6J781187B98F02B,0,124.021
SOWACWC12AB01876FA,TRBFBOG128F9356C6E,Head Banger,EPMD,ARSQDUN1187B98D7D7,1992,180.46899999999999
SOCXOJF12A6D4FCD91,TRBFBAB128F4227B85,Strip The Soul (album version),Porcupine Tree,ARYO9BU1187B9ADA88,2002,154.24000000000001
SOWXUDU12AF72A1001,TRBFBQG128F9313C6D,The Lord's Prayer,Dario Marianelli,ARQ3VBJ1187FB3FE55,2009,90.844999999999999
SOMJGXB12AB0184386,TRBFBLS12903CBBABB,Come Dance With Me,The Token,AR2VROU1187FB532D7,1994,124.283
SOFZXDA12AB01800C6,TRBFBSN128F9312468,La Blessure,Eric Demarsan,ARGCEOR1187B9A4E7D,0,82.491
SOPXUPT12AB0184A87,TRBFBYS128F92F261C,Nuestras Sevillanas 1,Los Del Rio,AR0OTEX1187FB3600D,0,60.024999999999999
SOTWPCU12A8C138514,TRBFBMD128F4270DA5,Te Quiero Mas,The Party Group,AR6Q6PN1187B9A01E1,0,86.665999999999997
SOUWJGL12AF72A4ED8,TRBFBRX128F148C4F1,I'm Chillin,Kurtis Blow,AR60C3O1187FB46737,1990,107.373
SOMBFCS12A8C13E5AF,TRBFBUO128F42A3DED,Alla Mot Alla,Kent,AR1SQSG1187B9AC782,0,143.90799999999999
SOBRVEP12AC468E74B,TRBFGFF12903CF4183,Volvere,OV7,ARH09RT1187FB4A843,2000,105.976
SOLQVOX12AB018BF56,TRBFGFT12903CD2720,Lost in Marrakesh with Entropik (Pathaan's Mirage Mix),Ancient Astronauts,ARIGY9P1187B9B6428,0,170.03999999999999
SOALARU12A8C131632,TRBFGDW128F4261FA6,Brooklyn On A Saturday Night,Neil Diamond,AR40GSU1187FB3AA01,1984,139.48699999999999
SOVIKHZ12A58A787E1,TRBFGZZ128F426DE40,Estimate,Slum Village,AR0WGXC1187B9AAC99,1997,93.352000000000004
SOZSSUG12AB0183C6E,TRBFGDY128F933AB85,El Gato Confite,María Elena Walsh,ARFILWJ1187B9ADDBF,0,107.288
SOIFMLF12A6D4F845B,TRBFGDX128F1452E74,Le Bug (Live 2005),M,AR828WL1187FB47E81,0,119.992
SOBAUYA12AB0183790,TRBFOIY128F93414D1,BOOM!!!,Albin Myers,ARLZYDV11C8A4226B0,0,127.84
SOHCEBC12AB018752F,TRBFOKS12903CA0692,Other Side of You,DJ Harry,AR4QYVC1187B99985B,2004,133.34299999999999
SOMRJYH12A8C13165E,TRBFOVT128F4242079,Everyday Struggle (Bonus),Agency 1.9.9.4,ARIIXHS11F50C48D0D,0,135.095
SOJMRHG12AB018B633,TRBFOLR12903CBE719,Un Minuto Contigo (One Moment),Edmundo Ros,ART9Z1P1187FB36C94,0,127.443
SOYQLYS12A8C143355,TRBFOGL128F92C3AFA,Mon Legionnaire,Marcel Azzola,AR2L2GV11C8A42C818,0,73.525999999999996
SOVZUYU12AB0183FF1,TRBFOBX128F92F9031,Tennessee Central Number Nine,Pee Wee King,ARXCUQE1187B9ADD91,0,127.92400000000001
